prediction,goldlabel,questions,passages_len
peints de teintes bordeaux et or,peints,question: Quel est le revetement des murs ? </s>,1
Daoud,Daoud,question: Qui a tue David ? </s>,1
nord-ouest/sud-est,nord-ouest/sud-est,question: Quelle ligne de direction l'effondrement a-t-il suivi ? </s>,1
Charles de Biencourt,Charles de Biencourt,question: Quel habitant reste apres la destruction des etablissements par Samuel Argall ? </s>,1
inuktitut,inuktitut,question: Quelle langue est utilisee majoritairement au Nunavut ? </s>,1
421 286,421 286 habitants,question: Combien d'habitants a Tirana? </s>,1
Ulundi,Ulundi,question: Quelle la cible de la force principale britannique? </s>,1
américain,tripolitain,question: Quelle etait la nationalite du navire rencontre par l'Enterprise en route pour Malte ? </s>,1
dans le monde iranien,monde iranien,question: Ou est pratique le mazdeisme ? </s>,1
trois,4,question: Combien de but marqua Arsenal contre Everton ? </s>,1
1991,en 1991,question: Quelles est la date de creation de la reserve ? </s>,1
conséquences sur toute la durée de la campagne,entraîner des conséquences sur toute la durée de la campagne,question: Qu entraine un mauvais choix? </s>,1
événements historiques importants,invasion napoléonienne,question: quel evenement historique a maintenu un taux de croissance bas de la population ? </s>,1
"28,70 mètres",22 nuds,question: A quelle vitesse peut aller le Vizzavona ? </s>,1
1860-1960,au XVIIIe siècle,question: Quand a debute cette nouvelle dynamique? </s>,1
régions ultrapériphériques,Ces régions ultramarines font partie des régions ultrapéri,question: Les DOM-TOM sont-ils soumis au droit europeen ? </s>,1
"Milan AC, la Juventus et la Lazio de Rome","le Milan AC, la Juventus et la Lazio de",question: Quels clubs sont reconnus coupables a la suite de l'affaire des matchs truques du calcio ? </s>,1
l’envoie au fond de l’océan,accélérer le processus de décomposition,question: Que se passe t’il pendant le rituel? </s>,1
général Jean de Lattre de Tassigny,"Service de sécurité militaire (SSM), dirigé par le commandant",question: Le SSM a t il ete commande par le commandant Massoud ? </s>,1
Mayotte,régions ultramarines,question: Quel est le synonyme de departements et regions d'outre-mer ? </s>,1
En 1669,"1669, sur la proposition de Mme d'Heudi",question: Quand Madame de Maintenon accepte de s'occuper des enfants de Louis XIV ? </s>,1
"abondance dans certains aliments, notamment les poisson",Cholécalciférol (vitamine D3) à partir,question: pourquoi associe-t-on vitamine D3 et cholesterol ? </s>,1
védisme,brahmanisme et du védisme,question: A quelles religions s'opposait l'hindouisme naissant ? </s>,1
Ouganda Commercial Bank,L’Ouganda,"question: Quel pays est surnomme la ""perle de l'Afrique"" ? </s>",1
Mercedes-Benz,Mercedes-Benz,question: De quelle ecurie Hans Herrmann est il membre en 1954-1955 ? </s>,1
par une ordonnance de Louis-Philippe,par une ordonnance de Louis-Philippe,question: Comment est creee la faculte des lettres d'Aix ? </s>,1
8e,"Selon l'OMC, en 2017, la France est",question: Comment se situe la France au niveau mondial en termes d'exportation et d'importation? </s>,1
n’ont eu qu’à fermer les yeux,fermer les yeux,question: Qu'auraient fait les individus places hierarchiquement au dessus des perpeteurs de ce massacre ? </s>,1
durant l'été 2005,été 2005,question: Quand ont ete signe les accord avec la NBA ? </s>,1
CIA,le logo sur les papiers de Drax,question: Quel est l'indice permettant a Bond d'identifier le laboratoire secret ? </s>,1
aux librairies inscrites,aux librairies inscrites,question: A qui les listes de best-seller des distributeurs sont elles accessibles ? </s>,1
French and Indian War,French and Indian War,question: Quel est l'autre nom de la guerre de Sept Ans ? </s>,1
crédibles,parmi l'une des trois radios les plus créd,question: Comment a ete jugee la radio d'information par le barometre Sofres ? </s>,1
chaud et humide au plus près de l'é,chaud et humide au plus près de l'é,question: quels sont les differents type de climat </s>,1
hégémonie,hégémonie,question: Quel place occupe la langue anglaise dans le monde de l'edition ? </s>,1
Jacques Chirac,Jacques Chirac,question: Quelle marionnette presente l'emission jusqu'en novembre 2017? </s>,1
problèmes de la communication,UNESCO a introduit les programmes La Société de,question: Quelles ont ete les consequences du rapport MacBride ? </s>,1
diviser l'Empire en trois r,bataille de Fontenoy-en-Puisaye,question: Quel affrontement militaire fut decisif dans la succession de Charlemagne? </s>,1
anglais,anglais,question: En quelle langue les codes couleurs s’appuient t’ils ? </s>,1
fusion,fusion,question: Par quel moyen le nombre de communes a t'il ete reduit en Norvege? </s>,1
Yes,Yes,question: Pendant quel morceau du groupe l'homme a-t-il demande la main de la femme ? </s>,1
Édouard II,Édouard II,question: qui dirige les anglais ? </s>,1
dix,dix des quinze courses,question: Combien de course Piquet finit-il lors de sa saison ? </s>,1
Jean,Jean d'Angleterre,question: Quel est le roi d'Angleterre a l'epoque de Philippe II Auguste ? </s>,1
monarchie héréditaire,Saint-Empire,question: Quelle puissance a dominee le Danemark ? </s>,1
Toyota TS050 Hybrid no 8,la deuxième Toyota TS050 Hybrid no 8,question: Quelle voiture ferme la marche ? </s>,1
Grande-Bretagne,En 1779,question: En quelle annee les britanniques perdent-ils l'avantage dans les conflit avec les americains ? </s>,1
ancien de l'Olympique lillois,ancien de l'Olympique lillois,question: Julien darui </s>,1
1947,1947,question: En quelle annee le CORT remporte-t-il le championnat de France ? </s>,1
modeste,non juifs mais antinazis,question: Quelle est la caracteristique de la premiere population du camp de concentration du Stutthof? </s>,1
le système directorial,directorial,question: Quel est le systeme giuvermental suisse ? </s>,1
Montepeloso,Montepeloso,question: Quelle baronnie recoit le chef normand Tristan en 1043 ? </s>,1
"fréquent, même chez la noblesse",assez fréquent,question: Le metissage est-il present ? </s>,1
trois,trois,question: Combien de fois l'Inter a-t-il remporte la Ligue des champions ? </s>,1
il revient ensuite habiter sa ville natal,Il revient ensuite habiter sa ville natale,question: Que fait-il apres son depart de Grenoble ? </s>,1
de renommée internationale,L'abondance de fossiles et la facilit,question: Comment expliquer les abus d'extraction du site ? </s>,1
Fredericton,Fredericton,question: Dans quelle ville la suproduction de cereales est-elle vendue ? </s>,1
légère augmentation par rapport au résultat des élections régionales,les trotskistes (LO et LCR),question: Quels sont les consequences de la strategie de Lutte ouvriere aux elections regoinales de 2004 ? </s>,1
Aliénor d'Aquitaine,Aliénor d'Aquitaine,question: Quelle est le nom de la Reine de Louis VII ? </s>,1
1755,1755,question: A partir de quand les Acadiens sont ils deportes ? </s>,1
"l'idée d'un ensemble uni, le Reg",Plusieurs rois parviennent à réunir l'ensemble,question: Cette division du domaine royal fut -elle irreversible? </s>,1
"droit, de l'économie, de l'histoire,","du droit, de l'économie, de l'histoire",question: Quelles matieres sont enseignees ? </s>,1
Micmacs,Micmacs,question: Qui vient en aide a la colonie ? </s>,1
franco-algérienne,franco-algérienne,question: Quelles sont les nationalites de Medine ? </s>,1
"plus de 1,14 milliard","1,14 milliard",question: combien d'habitants comptent les pays qui autorisent la mariage homosexuel en septembre 2019 ? </s>,1
XVIe siècle,à partir du XVIe siècle,question: Quand les ambassadeurs permanents apparaissent-ils ? </s>,1
ils ont pu l’être dans des tâches de,rétribution,question: Qu'est ce que les septembriseurs auraient percu suite a leur participation ? </s>,1
afin de lui régler son compte,"ince, Lucifer se rend rapidement à la salle du",question: Pourquoi le diable va dans la salle du trone de Crowley ? </s>,1
stockant le composé toxique dans son hémoly,Le puceron du chou (Brevicoryn,question: Comment le puceron du chou detourne-t-il les defenses des plantes? </s>,1
combat féministe,combat féministe,"question: Pour quelle bataille , medine espere t il aider ? </s>",1
De petits morceaux de roseau,De petits morceaux de roseau,question: qu'est-ce qui est glisse entre les peaux ? </s>,1
Saint Leger échoua,Le colonel Saint Leger devait se détacher de,question: Qu'appelle-t-on la diversion de Saint Leger ? </s>,1
grilles du château,sur les grilles du château,question: Ou la foule accroche-t-elle les tetes des prisonniers executes ? </s>,1
Excelsior,l'Excelsior,question: Au sein de quel club Albert Provost exercait-t-il la fonction de president avant de rejoindre le CORT ? </s>,1
San Antonio,2010,question: En quelle annee Edwige Lawson dispute sa troisieme saison ? </s>,1
s'occuper du commerce extérieur,s'occuper du commerce extérieur,question: Quelles etaient ses competences ? </s>,1
Argyrus,Argyrus,question: Par qui est vaincu Guillaume en 1045 en Apulie ? </s>,1
janvier 1958,le 1er janvier 1958,question: Quand debute le mouvement de Maharashi Yogi ? </s>,1
24 %,20 à 24 %,question: Quel est le taux de fiscalite necessaire pour financer le developpement durable ? </s>,1
champagnes prisés,appellation,question: Qu-est ce que ls cote des blancs ? </s>,1
l'Office national des forêts,l'Office national des forêts,question: Qui gere la reserve depuis 1996 ? </s>,1
poésie,sa poésie,question: De quel style litteraire de la culture africaine Senghor se dit s'inspirer ? </s>,1
coulisses,tournage,question: A quelle etape du projet ont ete prises des photos ? </s>,1
à des universités ou des instituts internes,universités ou des instituts internes,question: A quoi sont conventionnes les autres IEP? </s>,1
sa disgrâce,femme d'âge mur,question: La princesse etait-elle vieille ? </s>,1
vingt,seize à vingt couleurs,question: De combien de couleurs avaient besoin les systemes ? </s>,1
"en expédiant du bétail, des c",défendu,question: Quel statut a le commerce entre la Nouvelle-Ecosse et l'ile Royale ? </s>,1
Rennes,Rennes,question: Dans quelle ville a etudie Pierre-Jakez Helias apres son baccalaureat ? </s>,1
1943,1943,question: Quand est mort le pere de Roger ? </s>,1
l'Église orthodoxe russe,Académie de Vilnius,question: Quelle est l'influence des jesuites </s>,1
avril 1928,aux vacances de Pâques 1928,question: Quand roger annonce-t-il sa decision d'epouser ? </s>,1
Beni Abbès et des Mokrani,du royaume des Beni Abbès et des,question: De qui les Bibans sont ils le domaine ? </s>,1
20 h 50,à 20 h 50,question: A quelle heure la nouvelle version de l'emission passe-t-elle a la television ? </s>,1
99 %,99 % du poids,question: Quelle proportion de la masse d'un fongus est occupee par sa partie invisible ? </s>,1
1974,en 1974,question: Quand a ete fonde le mouvement raelien ? </s>,1
PPP,PPP,question: Quel parti a gagne les elections legislatives de 2008 au Pakistan? </s>,1
20 000,20 000,question: combien d'especes d'abeilles repertorie-t-on </s>,1
Gowran,à Gowran,question: Ou s'est d'abord installee la famille Butler ? </s>,1
port de corset et de sous-vêtements serrés,pratiques vestimentaires contraignantes de l'époque,question: Quelle est la vraie raison de cette disparite respiratoire entre les sexes ? </s>,1
"Maurice Ravel, Gabriel Fauré, Debussy",des opéras,question: Quelles oeuvres sont beaucoup composees par les compositeurs de l'epoque classique ? </s>,1
les anglophones,les anglophones,question: Par rapport a qui les acadiens sont-ils plus modestes ? </s>,1
zoty,le zoty,"question: Voyageant a Cracovie, quelle devise pourrais-je utiliser pour payer mes achats? </s>",1
Nelson Piquet Jr,Nelson Piquet Jr,question: Quel pilote conserve son rang au sommet de la categorie LMP2 </s>,1
la qualité des bêtes à viande disponible dans la plaine,la qualité des bêtes à viande disponibles dans la plaine,question: Qu'est-ce qui fait la particularite de la cuisine hongroise a part le paprika ? </s>,1
URSS,en URSS,question: Ou Jean Chaintron est-il envoye par la SRI ? </s>,1
20 juin,20 juin,question: Quel est la date du debut des traversees regulieres entre Marseille et Bejaia ? </s>,1
58 %,50,question: Quel part du budget des menages </s>,1
Juventus,la Juventus,question: Quel club italien a remporte plus de titre que le FC Internazionale Milano ? </s>,1
Ivan Paskevitch,Le vice-roi Ivan Paskevitch,question: Quel est le successeur du prince Menchikov a la tete des troupes russes? </s>,1
216 couleurs garanties,rester fidèles aux 216 couleurs garanties,question: Quelle est la consigne pour les webmestres? </s>,1
XVIe siècle,XVIe,question: quand sont apparues les 1ere cuilleres </s>,1
méridionale,maisons d’aliénés,question: Dans quel type d’etablissement Lasegue s’est-il rendu lors de sa mission en Russie ? </s>,1
indemnité,indemnité,question: Que seraient-ils parvenus a obtenir suite a une distortion des propos tenus par d'autres individus concernes ? </s>,1
