prediction,goldlabel,questions,passages_len
1990,1990,question: En quelle annee son emission est-elles annulee definitivement ? </s>,2
celles d’Amazon.com,celles d’Amazon.com,question: Quelles listes de best-sellers s'appuient stricto sensu sur des ventes verifiables ? </s>,1
apprécier la valeur scientifique des articles,apprécier la valeur scientifique des articles,question: Quel est le role du comite de lecture ? </s>,1
absence de premier ministre ou de président,La collégialité du gouvernement,question: Quelle est la philosophie du fonctionnement interne du Conseil federal? </s>,1
lors de la bataille de Ball's Bluff,lors de la bataille de Ball's Bluff,question: Dans quelles circonstances Edward Dickinson Baker decede-t-il ? </s>,2
20 000 hommes,20 000 hommes,question: De quels dispose les Ottomans pour l'operation sur les frontieres de la Georgie? </s>,1
en 1847,en 1847,question: Quand Henry Longfellow publie-t-il Evangeline ? </s>,2
Obertenghi,Obertenghi,question: A quelle famille appartient Albertazzo ? </s>,2
Les variétés de blé,Les variétés de blé,question: Qu'est-ce qui permet a la Hongrie d'avoir une tradition de pates aux œufs de type souabe ? </s>,1
Jeanne de Cardilhac,’Aubigné,question: De qui Constant d'Aubigne est-il le pere ? </s>,1
président,président,question: Quelle etait la fonction de Giorgio Hulss au FC Internazionale Milano en 1920 ? </s>,1
Hagrid,Hagrid,question: Qui a amene Aragog dans l'ecole? </s>,2
dans les années 1820,dans les années 1820,question: A quelle epoque la situation economique des marchands s'est elle embellie ? </s>,1
à bord,à bord,question: Ou a lieu la ceremonie d'inauguration ? </s>,1
divinité vêtue d'une robe,divinité vêtue d'une robe,question: Quelle est la description de l'entite superieure en train de montrer le chemin au personnage mentionnee dans cette description de glyptique ? </s>,1
Charles le Chauve,Charles le Chauve,question: Qui fut a l'origine des grands commandements? </s>,1
7 000,7 000,question: Combien de Juifs de Macedoine ont ete assassines ? </s>,1
UCI,l'UCI,question: De quel organisme depend la commission des licences? </s>,2
peints,peints,question: Quel est le revetement des murs ? </s>,2
Daoud,Daoud,question: Qui a tue David ? </s>,1
nord-ouest/sud-est,nord-ouest/sud-est,question: Quelle ligne de direction l'effondrement a-t-il suivi ? </s>,1
Charles de Biencourt,Charles de Biencourt,question: Quel habitant reste apres la destruction des etablissements par Samuel Argall ? </s>,2
inuktitut,inuktitut,question: Quelle langue est utilisee majoritairement au Nunavut ? </s>,2
421 286,421 286 habitants,question: Combien d'habitants a Tirana? </s>,1
Ulundi,Ulundi,question: Quelle la cible de la force principale britannique? </s>,1
tripolitain,tripolitain,question: Quelle etait la nationalite du navire rencontre par l'Enterprise en route pour Malte ? </s>,2
monde iranien,monde iranien,question: Ou est pratique le mazdeisme ? </s>,2
4,4,question: Combien de but marqua Arsenal contre Everton ? </s>,2
1991,en 1991,question: Quelles est la date de creation de la reserve ? </s>,2
des conséquences sur toute la durée de la campagne,entraîner des conséquences sur toute la durée de la campagne,question: Qu entraine un mauvais choix? </s>,1
invasion napoléonienne,invasion napoléonienne,question: quel evenement historique a maintenu un taux de croissance bas de la population ? </s>,1
22 nuds,22 nuds,question: A quelle vitesse peut aller le Vizzavona ? </s>,1
au XVIIIe siècle,au XVIIIe siècle,question: Quand a debute cette nouvelle dynamique? </s>,1
Ces régions ultramarines font partie des régions ultrapéri,Ces régions ultramarines font partie des régions ultrapéri,question: Les DOM-TOM sont-ils soumis au droit europeen ? </s>,1
"le Milan AC, la Juventus et la Lazio de","le Milan AC, la Juventus et la Lazio de",question: Quels clubs sont reconnus coupables a la suite de l'affaire des matchs truques du calcio ? </s>,2
processus de décomposition,accélérer le processus de décomposition,question: Que se passe t’il pendant le rituel? </s>,1
Service de sécurité militaire,"Service de sécurité militaire (SSM), dirigé par le commandant",question: Le SSM a t il ete commande par le commandant Massoud ? </s>,1
régions ultramarines,régions ultramarines,question: Quel est le synonyme de departements et regions d'outre-mer ? </s>,1
1669,"1669, sur la proposition de Mme d'Heudi",question: Quand Madame de Maintenon accepte de s'occuper des enfants de Louis XIV ? </s>,1
Cholécalciférol (vitamine D3) à partir,Cholécalciférol (vitamine D3) à partir,question: pourquoi associe-t-on vitamine D3 et cholesterol ? </s>,1
brahmanisme et du védisme,brahmanisme et du védisme,question: A quelles religions s'opposait l'hindouisme naissant ? </s>,1
L’Ouganda,L’Ouganda,"question: Quel pays est surnomme la ""perle de l'Afrique"" ? </s>",1
Mercedes-Benz,Mercedes-Benz,question: De quelle ecurie Hans Herrmann est il membre en 1954-1955 ? </s>,2
par une ordonnance de Louis-Philippe,par une ordonnance de Louis-Philippe,question: Comment est creee la faculte des lettres d'Aix ? </s>,1
8e,"Selon l'OMC, en 2017, la France est",question: Comment se situe la France au niveau mondial en termes d'exportation et d'importation? </s>,1
fermer les yeux,fermer les yeux,question: Qu'auraient fait les individus places hierarchiquement au dessus des perpeteurs de ce massacre ? </s>,1
été 2005,été 2005,question: Quand ont ete signe les accord avec la NBA ? </s>,1
le logo sur les papiers de Drax,le logo sur les papiers de Drax,question: Quel est l'indice permettant a Bond d'identifier le laboratoire secret ? </s>,2
aux librairies inscrites,aux librairies inscrites,question: A qui les listes de best-seller des distributeurs sont elles accessibles ? </s>,1
French and Indian War,French and Indian War,question: Quel est l'autre nom de la guerre de Sept Ans ? </s>,1
parmi l'une des trois radios les plus créd,parmi l'une des trois radios les plus créd,question: Comment a ete jugee la radio d'information par le barometre Sofres ? </s>,1
chaud et humide au plus près de l'é,chaud et humide au plus près de l'é,question: quels sont les differents type de climat </s>,1
hégémonie,hégémonie,question: Quel place occupe la langue anglaise dans le monde de l'edition ? </s>,1
Jacques Chirac,Jacques Chirac,question: Quelle marionnette presente l'emission jusqu'en novembre 2017? </s>,2
UNESCO a introduit les programmes La Société de,UNESCO a introduit les programmes La Société de,question: Quelles ont ete les consequences du rapport MacBride ? </s>,1
bataille de Fontenoy-en-Puisaye,bataille de Fontenoy-en-Puisaye,question: Quel affrontement militaire fut decisif dans la succession de Charlemagne? </s>,1
anglais,anglais,question: En quelle langue les codes couleurs s’appuient t’ils ? </s>,2
fusion,fusion,question: Par quel moyen le nombre de communes a t'il ete reduit en Norvege? </s>,2
Yes,Yes,question: Pendant quel morceau du groupe l'homme a-t-il demande la main de la femme ? </s>,1
Édouard II,Édouard II,question: qui dirige les anglais ? </s>,1
dix des quinze courses,dix des quinze courses,question: Combien de course Piquet finit-il lors de sa saison ? </s>,1
Jean d'Angleterre,Jean d'Angleterre,question: Quel est le roi d'Angleterre a l'epoque de Philippe II Auguste ? </s>,2
Saint-Empire,Saint-Empire,question: Quelle puissance a dominee le Danemark ? </s>,2
la deuxième Toyota TS050 Hybrid no 8,la deuxième Toyota TS050 Hybrid no 8,question: Quelle voiture ferme la marche ? </s>,1
En 1779,En 1779,question: En quelle annee les britanniques perdent-ils l'avantage dans les conflit avec les americains ? </s>,1
ancien de l'Olympique lillois,ancien de l'Olympique lillois,question: Julien darui </s>,2
1947,1947,question: En quelle annee le CORT remporte-t-il le championnat de France ? </s>,2
non juifs mais antinazis,non juifs mais antinazis,question: Quelle est la caracteristique de la premiere population du camp de concentration du Stutthof? </s>,1
directorial,directorial,question: Quel est le systeme giuvermental suisse ? </s>,2
Montepeloso,Montepeloso,question: Quelle baronnie recoit le chef normand Tristan en 1043 ? </s>,2
assez fréquent,assez fréquent,question: Le metissage est-il present ? </s>,1
trois,trois,question: Combien de fois l'Inter a-t-il remporte la Ligue des champions ? </s>,2
Il revient ensuite habiter sa ville natale,Il revient ensuite habiter sa ville natale,question: Que fait-il apres son depart de Grenoble ? </s>,1
L'abondance de fossiles et la facilit,L'abondance de fossiles et la facilit,question: Comment expliquer les abus d'extraction du site ? </s>,1
Fredericton,Fredericton,question: Dans quelle ville la suproduction de cereales est-elle vendue ? </s>,1
les trotskistes (LO et LCR),les trotskistes (LO et LCR),question: Quels sont les consequences de la strategie de Lutte ouvriere aux elections regoinales de 2004 ? </s>,1
Aliénor d'Aquitaine,Aliénor d'Aquitaine,question: Quelle est le nom de la Reine de Louis VII ? </s>,1
1755,1755,question: A partir de quand les Acadiens sont ils deportes ? </s>,2
Plusieurs rois parviennent à réunir l'ensemble,Plusieurs rois parviennent à réunir l'ensemble,question: Cette division du domaine royal fut -elle irreversible? </s>,1
"du droit, de l'économie, de l'histoire","du droit, de l'économie, de l'histoire",question: Quelles matieres sont enseignees ? </s>,1
Micmacs,Micmacs,question: Qui vient en aide a la colonie ? </s>,1
franco-algérienne,franco-algérienne,question: Quelles sont les nationalites de Medine ? </s>,1
"1,14 milliard","1,14 milliard",question: combien d'habitants comptent les pays qui autorisent la mariage homosexuel en septembre 2019 ? </s>,1
à partir du XVIe siècle,à partir du XVIe siècle,question: Quand les ambassadeurs permanents apparaissent-ils ? </s>,1
tâches de salubrité publique comme nettoyeurs ou,rétribution,question: Qu'est ce que les septembriseurs auraient percu suite a leur participation ? </s>,1
afin de lui régler son compte,"ince, Lucifer se rend rapidement à la salle du",question: Pourquoi le diable va dans la salle du trone de Crowley ? </s>,1
Le puceron du chou (Brevicoryn,Le puceron du chou (Brevicoryn,question: Comment le puceron du chou detourne-t-il les defenses des plantes? </s>,1
combat féministe,combat féministe,"question: Pour quelle bataille , medine espere t il aider ? </s>",1
De petits morceaux de roseau,De petits morceaux de roseau,question: qu'est-ce qui est glisse entre les peaux ? </s>,2
Le colonel Saint Leger devait se détacher de,Le colonel Saint Leger devait se détacher de,question: Qu'appelle-t-on la diversion de Saint Leger ? </s>,1
sur les grilles du château,sur les grilles du château,question: Ou la foule accroche-t-elle les tetes des prisonniers executes ? </s>,1
l'Excelsior,l'Excelsior,question: Au sein de quel club Albert Provost exercait-t-il la fonction de president avant de rejoindre le CORT ? </s>,2
2010,2010,question: En quelle annee Edwige Lawson dispute sa troisieme saison ? </s>,2
s'occuper du commerce extérieur,s'occuper du commerce extérieur,question: Quelles etaient ses competences ? </s>,1
Argyrus,Argyrus,question: Par qui est vaincu Guillaume en 1045 en Apulie ? </s>,1
1er janvier 1958,le 1er janvier 1958,question: Quand debute le mouvement de Maharashi Yogi ? </s>,1
20 à 24 %,20 à 24 %,question: Quel est le taux de fiscalite necessaire pour financer le developpement durable ? </s>,1
appellation d'origine controlee des vins secs,appellation,question: Qu-est ce que ls cote des blancs ? </s>,2
l'Office national des forêts,l'Office national des forêts,question: Qui gere la reserve depuis 1996 ? </s>,1
sa poésie,sa poésie,question: De quel style litteraire de la culture africaine Senghor se dit s'inspirer ? </s>,1
tournage,tournage,question: A quelle etape du projet ont ete prises des photos ? </s>,2
des universités ou des instituts internes,universités ou des instituts internes,question: A quoi sont conventionnes les autres IEP? </s>,1
femme d'âge mur,femme d'âge mur,question: La princesse etait-elle vieille ? </s>,1
seize à vingt couleurs,seize à vingt couleurs,question: De combien de couleurs avaient besoin les systemes ? </s>,1
défendu,défendu,question: Quel statut a le commerce entre la Nouvelle-Ecosse et l'ile Royale ? </s>,1
Rennes,Rennes,question: Dans quelle ville a etudie Pierre-Jakez Helias apres son baccalaureat ? </s>,2
1943,1943,question: Quand est mort le pere de Roger ? </s>,1
Académie de Vilnius,Académie de Vilnius,question: Quelle est l'influence des jesuites </s>,1
aux vacances de Pâques 1928,aux vacances de Pâques 1928,question: Quand roger annonce-t-il sa decision d'epouser ? </s>,1
du royaume des Beni Abbès et des,du royaume des Beni Abbès et des,question: De qui les Bibans sont ils le domaine ? </s>,1
