prediction,goldlabel,questions,passages_len
cinq enfants,cinq enfants,question: Quelle est la taille de la fratrie de Charles Le Brun ? </s>,1
il ordonne a un tireur de l',le tuer,question: Que veut faire Drax à Bond ? </s>,1
1929,En 1929,question: Quand fête-t-on la gerbaude ? </s>,1
Brahma,Brahmâ,question: qui a créé le mridang </s>,1
DCI-P3 et sRGB,sRGB,question: Sur quel type d'écran l'affichage des couleurs garanties se passe bien ? </s>,1
a fusionne la societe dans sa,fusionné la société dans sa division télévision,question: Qu'a fait United Artists après le rachat de a.a.p. ? </s>,1
fuient ces avances,fuient ces avances,question: Quelle est la réaction des femelles immatures devant les mimes d'accouplement ? </s>,1
une hausse de 10 % de sa fréquentation par,une hausse de 10 % de sa fréquentation par,question: Qu'annonce Vulcania ? </s>,1
65 %,environ deux points de croissance annuelle,question: Quel est l'impact du manque d'infrastructures sur la croissance économique de l'Afrique ? </s>,1
Des resultats decevants qui expliquent la,"Black Swan"" n'a pas réussi à maintenir une",question: Pourquoi le groupe Rainbow a-t-il écourté la promotion de leur album Innocent ? </s>,1
fournir un soutien logistique et operationnel,contre-insurrection,question: Quelle est la mission principale de l'aviation birmane à sa création ? </s>,1
29 min 17 s 45,29 min 17 s 45,question: Combien de temps Almaz Ayana a-t-elle pris pour le 10 000m aux JO de 2016 ? </s>,1
Maurras,avec Heidegger et avec Platon,question: quel philosophe Boutang interroge-t-il dans son oeuvre </s>,1
la loi de reciprocite quadratique,le théorème des deux carrés de Fermat,question: Quel est un exemple de théorème reposant sur la théorie des équations diophantiennes ? </s>,1
"Guillaume de Clare, Comte de Pembroke",Il était le symbole de l'occupation normande,question: Quel représentait la construction du château de Kilkeeny pour l'île d'Irlande? </s>,1
aboiteaux,aboiteaux,question: Quelle technique digue les acadiens construisent pour augmenter la taille de leur terre ? </s>,1
Afrique orientale allemande,belge,question: En 1916 qui est à l'offensive? </s>,1
Mercury de Phoenix,Mercury de Phoenix,question: Lors des playoffs en 2010 contre qui s'incline San Antonio ? </s>,1
Jules Mazarin,Jules Mazarin,question: Qui a fondé la bibliothèque Mazarine à Paris ? </s>,1
neuf,neuf enfants,question: Combien d'enfants avaient les parents de Jean Chaintron ? </s>,1
Eloi Leclerc,quinze enfants,question: Edouard Leclerc avait-il beaucoup de frères et soeurs ? </s>,1
Levenement Azolla,algue Azolla,question: Quel organisme a causé un refroidissement global ? </s>,1
par des atteintes intestinales (gastro-ente,atteintes intestinales,question: Comment se manifeste la parvovirose ? </s>,1
evhemeriste,texte evhémériste,question: Quel type de texte est la Geste des Danois ? </s>,1
"Nord, l'Est, le Bassin Parisien,","le Nord, l'Est, le Bassin Parisien",question: Quelles étaient les régions retenues par l'INSEE pour ses enquêtes ? </s>,1
1492,1492,question: En quelle année le royaume de Grenade déchut-il ? </s>,1
Nicolas Sarkozy,Sarkozy,question: Qui a été élu président de la République française en 2007 ? </s>,1
comme l'incarnation de Padmasambhava,incarnation de Padmasambhava et le,question: comment est vu Gesar de ling au tibet </s>,1
Pierre Mendes,Pierre Mendès,question: Quel politique français reconnait l'autonomie interne de la Tunisie ? </s>,1
Irlandais et les ressortissants de tous les pays,"l’Irlande (1963), la Suède (1976",question: Quels pays ouvrent le vote aux citoyens non-ressortissants qui vivent depuis assez longtemps sur leur sol ? </s>,1
Delphi ou C#,Delphi,question: Dans quel langage de programmation est le code suivant ? </s>,1
William Ross,William Ross,question: Qui a composé la musique avec John Williams ? </s>,1
XVe siecle jusqu'au XVIe sie,XVIe siècle,question: A partir de quel siècle ? </s>,1
Argyrus,Argyrus,question: Par qui est vaincu Guillaume en 1045 en Apulie ? </s>,1
"une rivalite avec un catcheur, la plupart du temps",rencontres sont justifiées,question: A QUOI SERT UNE STORYLINES? </s>,1
Robert Bruce,l’armée écossaise,question: qui a gagné la bataille de Bannockburn ? </s>,1
formations en trois ans,formations,question: Que proposent-ils? </s>,1
l’Ancienne Comedie,la Salpêtrière,question: Dans quel hôpital Claude Bernard et  Bénédict  Augustin Morel étaient-ils internes ? </s>,1
le Ciel,le Ciel,question: Qui désgine un nouveau sage souverain selon le mandat du Ciel ? </s>,1
des habitudes et des exercices,des habitudes et des exercices,question: Que préconise Clelia pour soulager les règles douloureuses ? </s>,1
incontestable richesse et d’une e,richesse,question: Quelles sont les particularités de l'artisanat algérien ? </s>,1
murus gallicus,César,question: Qui a rapporté ce qu'on sait des techniques de construction gauloises ? </s>,1
labyrinthe,labyrinthe de Chartres,question: Quel labyrinthe contient des courbes ? </s>,1
Daan Luijkx,Daan Luijkx,question: Qui est directeur général de l'équipe Fondas Imabo-Doorisol? </s>,1
reequilibre,stabiliser le cours de la monnaie jusqu’à la Révolution,question: Que fait le cardinal Fleury en 1726? </s>,1
phaneroscopy ou categorics,categorics,question: quel est l'un des autres noms de la phenomenologie pour peirce? </s>,1
20,20 fois,"question: S'agissant du volume des océans,  de combien de fois l'augmentation liée au cycle long est-il supérieur à celle liée au réchauffement climatique ? </s>",1
conséquences sur toute la duree de la campagne,entraîner des conséquences sur toute la durée de la campagne,question: Qu entraine un mauvais choix? </s>,1
DeNA,Nintendo,question: Pour quelle célèbre firme de jeu vidéo Satoru Iwata a-t-il travaillé ? </s>,1
188,188,question: quand est signée la paix d'Apamée ? </s>,1
Luigi,Luigi,question: Comment s'appelait le frère de Carlo Gesualdo ? </s>,1
Toyota,Toyota,question: La marque du noveau motor ? </s>,1
mont Aime,Aimé,question: Quel est le nom du mont su sud de la cote des blancs ? </s>,1
l'activisme,un prétexte d'intervention dans les États pontificaux,question: Que cherchait le directoire français ? </s>,1
violentes manifestations de ses habitants,de violentes manifestations de ses habitants,question: Qu’est-ce qui enclenche la fin de l’envoi des prisonniers en Nouvelle-Galles du Sud? </s>,1
Pierre de Nantes,Pierre de Nantes,question: qui développa le culte des trois Maries en Bretagne ? </s>,1
1945,avant le début de la Seconde Guerre,question: Quand Enrico Fermi émigre-t-il aux Etats-Unis ? </s>,1
des maladies,maladies,question: de quoi sont responsables les démons en Chine? </s>,1
Barra de Tijuca,l'ancien circuit de Formule 1 de Jacarepag,question: Qu'est-ce qu'il y avait à la place du principal site de compétitions des JO de Rio ? </s>,1
David Lynch,David Lynch,question: Quelle personne célèbre a été en contact avec Maharishi Mahesh Yogi ? </s>,1
indépendance de plusieurs tribus a l'egard,l'indépendance de plusieurs tribus à l,question: Quelle fut la conséquence de la division des Chabias ? </s>,1
14 a 15 minutes,quatre minutes,question: Quelle est la durée de chaque discours ? </s>,1
les veterans acadiens demandent de l'aide,importante,question: Les acadiens prennent-ils part à la guerre? </s>,1
français,Écossais,question: De quelle nationalité était le commandant du 1er régiment canadien en 1775 ? </s>,1
1924-1925,La saison 1924-1925,question: Durant quelle saison les Bruins de Boston ont intégré la LNH ? </s>,1
sous,La pratique se fait majoritairement hors club de manière,question: le parkour se déroule t-il en club ? </s>,1
en creant des champs de force de protection,physiquement,question: Comment Lucifer attaque Amara? </s>,1
Marco Sanudo,Marco Sanudo,question: Qui fonda le Duché de Naxos ? </s>,1
trois,"épée bien affûtée, une dague, un",question: Quelles sont les armes en possession de Gesualdo ? </s>,1
les racines de ce schisme sont plus politiques que thé,plus politiques que théologiques,question: Quelle est la différence entre l’anglicanisme et le protestantisme européen ? </s>,1
Paris vaut bien une messe,Paris vaut bien une messe,"question: De quelle phrase célèbre d'Henri IV ""Un tel baptême vaut bien un sacre"" est-elle la parodie ? </s>",1
immoralite et la brutalite des emper,immoralité et la brutalité des empereurs,question: Quelles sont les causes de la chute de la dynastie Qin ? </s>,1
Olympique lillois,Olympique lillois,question: Qui est l'opposant du RC France lors de la finale de l'édition 1907 ? </s>,1
Pays-Bas,aux Pays-Bas,question: Dans quel pays guillaume 1er règne t'il ? </s>,1
n’est pas base sur le nom allemand de l,l'accentuation,question: Qu'est-ce qui montre que l'étymologie populaire de Berlin est fausse ? </s>,1
mridang,Le mridang,question: quel est l'instrument des dieux? </s>,1
des artistes bien connus de l'epoque,les peintres Arthur Fitger et P. Jan,question: Qui a décoré l'intérieur de la Nouvelle Bourse ? </s>,1
rahaba,La musique terguie,question: Quel style de musique traditionnelle est caractéristique de l'extrême sud-est de l'Algérie ? </s>,1
tresorerie,équivalente au niveau des fonds propres de l',question: Sur quel montant porte l'aide directe à l'innovation ? </s>,1
La part des organismes divers d'administration centrale,la dette,question: Qu'est-ce qui est à 60 milliards d'euros ? </s>,1
Bresil,Brésil est le seul pays de langue portugaise du,question: quel est le seul pays sud américain lusophone? </s>,1
1866,1866,question: en quelle année cézanne rencontre-t-il manet? </s>,1
sixieme symphonie de Tcha,sixième symphonie de Tchakov,question: Quelle œuvre Mahler a-t-il souvent dirigé à la fin de sa vie ? </s>,1
"marche sur Kars, principale forteresse ottomane sur la frontier",il est rappelé avec la flotte pour prendre part au,question: Pour quelle raison prédécesseur du vice-roi Ivan Paskevitch dût-il transmettre son commandement? </s>,1
Jimmy Carter,Jimmy Carter,question: Qui dirige les Etats-Unis en 1977 ? </s>,1
l’URSS,Ukraine,question: Qui refuse l'affranchissement de Transnistrie ? </s>,1
l'Union europeenne,Les États-Unis,question: Qui a gagné le plus de médailles olympiques aux JO de 2016? </s>,1
Paris,Paris,question: dans quelle ville est né Jacques Collombet ? </s>,1
le moine Eugippe,moine Eugippe,question: Qui a écrit l'hagiographie de Saint Séverin </s>,1
l'apparence tres proche de celle de la L,une surface couverte de cratères,question: Que dévoilent les premières photo détaillées de la surface de la planète Mercure ? </s>,1
Franz Stangl,Franz Stangl,question: Qui était le commandant de Treblinka ? </s>,1
l'epoque de Etre et,le lieu indépendant des choses,question: Que pense avoir découvert Heidegger ? </s>,1
Leander Deeny,Leander Deeny,question: Qui était la doublure de Chris Evans dans les scènes où Steve Rogers apparaît sous sa forme d'origine. </s>,1
oblast de Kaliningrad,Kaliningrad,question: Quel territoire russe est séparé du reste du pays? </s>,1
lune d'Endor,bataille de Yavin,question: Quand a été détruite l'Etoile de la mort ? </s>,1
feces,fèces de gorille,question: sur quelle partie du corps des gorille a-t-on trouvé le séquençage de l'ADN du parasite malaria svp ? </s>,1
Hepzibah Smith,Salazar Serpentard,question: A qui avait appartenu le médaillon en or que Beurk acheta à Barlow? </s>,1
structure des skis de l'equipe allemande,responsable de la structure des skis de l'équipe allemand,question: Qua fait Florian Schillinger lors des Jeux Paralympiques d'hiver de 2014 ? </s>,1
AMU,Cernan,question: quel astromaunte a effectué la deuxième sortie extravéhiculaire ? </s>,1
l'Action francaise de l'an,action,question: Quelle est l'orietation de la prospective à la française ? </s>,1
chef-d'uvre,son petit frère,question: Qui est Gabriel pour Lucifer ? </s>,1
enseignante,enseignante,question: quel est le métier de la mère de smith </s>,1
boussole magnetique interne,boussole magnétique interne,question: Comment les oiseaux ont-ils conscience du champ magnétique ? </s>,1
dans l'air et dans l'eau,les produits de fission,question: d'où vien l'iode 131 </s>,1
"puissants Etats-Nations monarchiques comme l'Angleterre,",puissants États-Nations monarchiques,question: Le bas Moyen age vit naître quoi ? </s>,1
des textes divinatoires exhumes des tombes,des textes divinatoires,question: Quels textes détaillent les fastes et néfastes de l'année ? </s>,1
